Using field units, Initial reservoir pressure [psi]: ,0,,,,,,,,
,Well_1A,Well_10A,Well_11A,Well_3A,Well_5A,Well_6A,Well_7A,Well_9A,Well_2A,Well_4A
Time,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP
hours,psi,psi,psi,psi,psi,psi,psi,psi,psi,psi
16.00067021,2238.751859,1588.88271,1309.137482,1702.906004,1639.391509,1291.873144,1144.088832,1326.957217,296.5082328,1702.906004
16.07671782,2255.456491,1587.838997,,1703.619212,1624.574552,1299.100647,1155.014848,1331.043238,289.4286681,1703.619212
16.15773447,2234.47082,1587.094748,1309.2858,1703.516746,1613.903466,1304.104271,1166.269256,1319.875268,298.0516511,1703.516746
16.24392474,2252.213937,1587.768777,1308.666222,1704.135004,1603.340424,1308.925801,1163.43638,1323.294399,295.4625814,1704.135004
16.32042545,2237.404451,1589.000856,1308.226543,1703.706697,1607.087619,1323.550508,1164.837876,1330.007173,301.7786995,1703.706697
16.40020442,2248.646625,1587.163472,1308.515952,1702.775819,1609.178817,1335.159434,1146.802195,1325.559967,286.6940759,1702.775819
16.47824015,2240.362544,1587.898961,1308.643478,1702.862915,1610.185593,1328.035457,1146.441138,1318.609925,293.7991739,1702.862915
16.55392232,2243.191286,1587.596471,1308.143652,1703.391562,1609.863587,1308.60585,1148.994968,1325.271262,304.0149207,1703.391562
16.64307874,2246.939544,1587.335705,1308.315298,1702.875464,1604.970684,1282.787532,1144.1434,1331.265224,295.2810978,1702.875464
16.73137677,2240.048501,,,1702.053975,1607.270576,1290.569845,1147.960771,,287.9403737,1702.053975
16.73166333,,1588.973741,1308.764796,,,,,1322.463838,,
16.82191256,2250.013706,,1307.897063,1702.60213,1622.586822,1298.808393,1154.03033,1320.162838,299.3717401,1702.60213
16.90302178,2234.678749,1587.570976,1307.533492,1703.726371,1640.50219,1302.350321,1164.680638,1329.276949,296.4176073,1703.726371
16.97992041,2251.707638,1587.686104,1307.960297,1704.056442,1654.908764,1306.189949,1165.420257,1328.313303,295.2740257,1704.056442
17.05851858,,1588.808167,1308.593487,,,,,1318.151503,,
17.05878049,2234.555737,,,1703.324682,1654.191936,1320.670326,1162.009393,,291.7772812,1703.324682
17.14783898,2245.873815,1588.670451,1307.931371,1702.116837,1646.775297,1334.443898,1156.966462,1324.339811,297.800373,1702.116837
17.23463984,2240.13257,1587.606206,1307.768265,1702.968412,1648.288335,1328.387537,1149.94802,1329.265722,302.5543023,1702.968412
17.32408332,2242.907987,1587.847563,,1703.737216,1655.315321,1310.499567,1142.817661,1322.666036,296.3432438,1703.737216
17.40010241,2245.266452,1587.521162,1308.692986,1702.76452,1632.970397,1285.20262,1144.351517,1319.821224,299.6433741,1702.76452
17.47852761,2239.186042,1587.720201,1308.355721,1702.668788,1627.67436,1288.120694,1143.439616,1327.999538,300.4818621,1702.668788
17.56300819,2249.739479,1587.615052,1308.51486,1702.952123,1611.281173,1298.121555,1155.863041,1331.858341,295.2066517,1702.952123
17.64819792,2233.569533,1587.483359,1307.945453,1703.764989,1613.641463,1301.56892,1166.297878,1319.620119,294.9401264,1703.764989
17.73956416,2249.560285,1587.563117,1307.353932,1703.356057,1616.557949,1305.81362,1164.339438,1322.308993,295.0362139,1703.356057
17.82257034,2236.573209,1587.316095,1307.410881,1702.888614,1616.377616,1319.326421,1164.708936,1333.296831,306.0264558,1702.888614
17.91420817,2251.128836,1587.512693,1307.294477,1702.602484,1608.268858,1335.305103,1149.614677,1325.129248,299.2710806,1702.602484
18.00559257,2235.595101,1587.621505,,1703.550242,,,,1318.257072,299.9388346,1703.550242
18.00589048,,,,,1600.474881,1330.14367,1144.961367,,,
18.08666726,2246.611615,1587.504737,1307.685124,,1605.08866,1315.589385,1145.266186,1327.719472,294.1458353,
18.16824998,2240.072725,1587.944156,1308.195749,1702.603691,1614.635139,1290.094695,1142.750188,1332.97195,296.5538373,1702.603691
18.25902984,2242.634965,1587.748115,1307.283534,1702.385706,1625.574387,1285.501482,1147.813489,1320.282351,302.4178798,1702.385706
18.34067981,,1587.451539,1307.588452,,1638.573037,1296.716702,1152.544906,1323.027924,,
18.34098166,2245.786001,,,1702.555245,,,,,301.9491203,1702.555245
18.42693909,,,,,1643.746393,1299.889708,1162.641969,,,
18.42719787,2236.649983,1587.720698,1306.601152,,,,,1329.322891,292.2482787,
18.5172827,2250.732578,1587.479347,1306.79901,1702.772114,1647.088029,1305.428245,1159.791865,1326.287188,299.6733137,1702.772114
18.60647518,2230.885475,1586.909831,1307.419347,1702.55639,1653.762939,1316.703437,1158.909773,1318.599084,301.3890737,1702.55639
18.68846972,2248.760135,1587.814978,1307.287053,,1648.948799,1333.467816,1152.040957,1326.477142,292.570748,
18.77754431,2229.071044,1588.305616,1306.980823,1703.103346,1649.004763,1334.709397,1149.877485,1335.531518,297.8695806,1703.103346
18.86781149,2247.777517,1587.379475,1307.240334,1702.845177,1639.560157,1317.901119,1144.644581,1323.003715,298.8758936,1702.845177
18.94685061,2234.396796,1587.786313,1307.36085,1702.724572,1625.58011,1294.504001,1142.058103,1321.265342,299.8722761,1702.724572
19.03582832,2244.319326,1588.579698,,1703.666347,1612.715696,1280.79599,1145.129836,1329.256091,299.911895,1703.666347
19.11491509,2242.966993,1587.314994,1307.247586,1702.414771,1605.082005,1294.740064,1153.711771,1329.0888,293.310472,1702.414771
19.20387086,2239.540629,,,1701.710999,1604.491297,1296.687117,1163.516681,,301.6065888,1701.710999
19.20413087,,1587.105222,1307.026705,,,,,1318.659649,,
19.29142348,2248.267134,,,1702.277385,1603.960328,1300.343928,1163.690894,,298.1389274,1702.277385
19.29170502,,1587.662248,1307.354609,,,,,1324.04326,,
19.36826916,,,,,1602.707942,1315.01201,1159.421992,,,
19.36855369,2234.132689,1586.855932,1306.659181,1703.694641,,,,1334.505572,299.5503727,1703.694641
19.45164154,,1587.102334,1307.647292,,1605.632974,1328.536783,1156.435778,1324.023665,,
19.45215493,2251.862258,,,1702.561238,,,,,301.1318971,1702.561238
19.53781921,,1587.404437,1306.416926,,,,,1319.741639,,
19.53810862,2228.457203,,,,1604.74342,1337.08138,1147.872901,,294.5572351,
19.62204865,,,,,1605.824076,1321.377856,1147.531593,,,
19.62234951,2250.231237,1587.729461,1306.361938,1702.956211,,,,1327.736315,306.6712835,1702.956211
19.70838484,2231.713678,,1306.891088,,1617.306473,1299.904052,1147.257356,1330.72509,288.3272534,
19.79289412,2247.405211,1587.199914,1306.257809,1702.756479,1630.888649,1279.287497,1150.677612,1319.22592,311.2416804,1702.756479
19.88222197,2233.884772,1587.537077,1307.637887,1701.736656,1649.828843,1291.489826,1156.79909,1322.611597,295.2824271,1701.736656
19.96382737,2245.272025,1586.462096,1307.049961,1702.615855,1659.477361,1294.565861,1169.128209,1328.867243,297.0993062,1702.615855
20.04844924,2245.344115,1587.47596,1306.576396,1702.943642,1653.607137,1299.305177,,1325.5012,306.6151798,1702.943642
20.12718483,2240.577606,1587.965344,1307.52578,1702.527235,1650.262147,1311.699473,1167.170914,1318.621787,294.249603,1702.527235
20.21755574,2246.8197,1587.50111,1307.055496,1702.441955,1648.391651,1326.595573,1157.119253,1327.010307,286.9054665,1702.441955
20.30527639,2233.409514,1587.658086,1306.491977,1702.583036,1643.018995,1337.55324,1146.511047,1332.278399,292.9392832,1702.583036
20.39254885,2247.453029,1587.145805,1306.149157,1703.56241,1626.050971,1324.35333,1151.279793,1320.388313,297.9814429,1703.56241
20.47742117,2234.974019,1587.613406,1307.387937,1702.64176,1615.276633,1304.355935,1149.632421,1319.77619,285.4889369,1702.64176
20.55308972,2246.162057,1586.687614,1306.296333,1702.720674,1600.714036,1279.410198,1151.425344,1329.134171,300.2991128,1702.720674
20.62894323,2238.448406,1587.366853,1306.757811,1702.117145,1606.447011,1287.46248,1163.849353,1326.642615,283.6090511,1702.117145
20.7086926,2246.794907,1587.386246,1306.541514,1702.268959,1615.574212,1293.690382,1170.953569,1318.32672,292.383453,1702.268959
20.79123364,2244.270792,1587.269653,1306.139682,1702.888393,1613.74424,1300.552023,1174.285694,1325.556992,293.6777584,1702.888393
20.88266783,2241.437338,1588.416816,1305.521677,1702.406752,1601.659373,1307.342751,1166.371629,1329.164933,294.2902982,1702.406752
20.95982998,2247.186629,1587.304078,1306.923634,1702.074409,1595.575349,1322.803509,1163.428518,1322.179175,294.9369806,1702.074409
21.04486201,2238.846797,1587.587611,1306.154477,1703.604523,1603.94607,1334.78665,1151.913746,1318.673389,294.0663986,1703.604523
21.13052748,,1587.557639,1306.693412,,,,,1328.952969,,
21.13080031,2247.606242,,,1703.251584,1615.401417,1326.270063,1146.12442,,297.9978345,1703.251584
21.22164623,2234.28207,,1306.195182,1701.688768,1635.686592,1309.272514,1149.502025,1332.001212,298.3715411,1701.688768
21.30410493,,1587.661456,1306.172105,,1650.778874,1279.972458,1147.635287,1319.062569,,
21.3044092,2248.737295,,,1702.243758,,,,,300.6325236,1702.243758
21.38350088,2233.920936,1587.782012,1306.235247,1703.682551,,,,1324.113976,304.3227772,1703.682551
21.38377327,,,,,1657.085876,1285.789086,1161.617137,,,
21.46957983,2246.996724,1586.912837,,1703.202758,1657.395716,1294.874928,1171.008763,1333.187265,296.231179,1703.202758
21.54732675,2237.767777,1587.645981,1305.811822,1701.661428,1654.520047,1301.227637,1177.315387,1323.112862,294.4211242,1701.661428
21.63096475,2244.43416,1587.725936,1306.895392,1701.283636,1647.414606,1306.304793,1165.247022,1320.138842,299.2286799,1701.283636
21.70598115,2244.641084,,1306.273607,1702.758574,1646.960573,1317.394308,1164.5517,1329.548698,297.4174262,1702.758574
21.79674777,2240.98203,,1306.158691,1702.887112,1638.070399,1334.902351,1146.313825,1330.054178,293.6164271,1702.887112
21.88703327,2250.876526,,,1701.965504,1617.674068,1326.505074,1148.415019,1319.567712,298.3415937,1701.965504
21.96760274,2234.1471,1587.663874,1306.273455,1702.662553,1597.197631,1312.545402,1145.744832,1323.08569,292.8321913,1702.662553
22.05104474,2249.052417,1587.91348,1306.692951,1703.122071,1598.071614,1283.796381,1146.451227,1331.087447,296.3112355,1703.122071
22.13401866,2227.824618,1587.421084,1306.029773,1702.599153,1605.951923,1282.633166,1154.205308,1325.189495,296.0035164,1702.599153
22.21614731,2246.975438,1588.857165,,1702.133357,1604.681006,1296.730796,1164.139136,1318.302335,291.0906505,1702.133357
22.29120706,2232.446833,1588.581102,1306.274497,1702.791077,1605.637873,1300.608084,1179.247671,1326.876562,289.8731041,1702.791077
22.37691871,2244.265256,1587.776803,1305.016224,1701.617059,1601.550517,1304.119818,1169.513473,1333.923689,293.4399414,1701.617059
22.46186404,,1589.063296,1306.213211,,1593.022945,1316.34089,1167.380692,1321.625427,,
22.46239229,2235.269957,,,1702.564392,,,,,299.2215143,1702.564392
22.54483787,2241.665934,1588.383843,1306.359327,1702.702712,1603.183812,1330.631094,1150.165425,1320.583739,297.1732186,1702.702712
22.63155954,2243.113634,,,1702.364817,,,,,282.6966567,1702.364817
22.63185208,,1587.690228,1305.653597,,1622.113107,1325.925565,1147.084217,1332.07858,,
22.7186126,2236.596205,,,1701.966551,1649.399951,1312.564423,1148.814936,,290.0383926,1701.966551
22.71891802,,1587.866107,1305.293483,,,,,1326.352558,,
22.79408074,2247.295736,1588.268664,1306.205146,1701.673203,1668.350102,1284.356916,1144.71643,1317.961475,297.152656,1701.673203
22.88229868,2230.05839,1587.561282,1306.846942,1703.313501,1667.886329,1283.239954,1146.736763,1325.498979,295.1672598,1703.313501
22.96836383,2246.165139,1587.406481,1306.413485,1701.829232,1655.597448,1294.596547,1160.21491,1332.65264,302.2429149,1701.829232
23.05551917,2224.49845,1587.860114,1306.216043,1702.31574,1652.486023,1299.560198,1169.705112,1321.592553,289.1352073,1702.31574
23.13646536,2247.282383,1587.906555,1306.467043,1702.937846,1656.536447,1303.566636,1167.514276,1319.555032,296.1460206,1702.937846
23.22707257,2226.060174,1587.656273,1305.992509,1702.552744,1638.494483,1313.971661,1165.45171,1329.016218,295.261448,1702.552744
23.31837854,2243.369592,1588.163794,1306.164404,1701.673896,1638.428145,1329.925885,1153.070333,1329.804275,298.5231679,1701.673896
23.40397491,2235.869436,1589.349738,1306.05686,1701.949801,1615.480303,1328.722315,1139.397534,1318.646784,293.1369335,1701.949801
23.48884438,2242.023531,1588.582834,1305.675168,1701.689985,1597.713544,1313.647509,1142.646767,1323.113172,294.4420711,1701.689985
23.5650021,,1587.915539,1306.172464,1702.865967,1596.676206,1284.824782,1141.419306,1329.073483,297.8837678,1702.865967
23.6480933,2234.726986,1588.053704,1305.362545,1702.815256,1601.31535,1282.409236,1145.715759,1322.958531,294.8455383,1702.815256
23.72639022,2243.500299,1587.373796,1304.618547,1701.321046,1606.211151,1294.7985,1159.326371,1319.109363,295.8751749,1701.321046
23.80697353,2227.005636,1589.032943,1306.446628,1701.343874,1607.572124,1299.732814,1166.851186,1327.693017,301.9258471,1701.343874
23.88453071,2240.402417,1588.201903,1304.855229,1702.687039,1606.733749,1303.172418,1164.67218,1331.809064,293.0057207,1702.687039
23.9752012,2221.181914,,,1702.969758,1601.379276,1312.701184,1163.835293,,295.5660655,1702.969758
23.97545559,,1588.111556,1306.155442,,,,,1319.092622,,
24.05219369,2241.786897,1587.69922,1305.720193,1701.475177,1603.545405,1329.930749,1156.784712,1323.075618,292.0376913,1701.475177
24.14262019,2225.170253,1589.162048,,1701.367256,1621.070354,1330.877044,1145.289608,1329.248741,295.0214218,1701.367256
24.23192996,2242.476809,1587.941086,1306.132738,1702.322985,1643.870669,1315.270777,1144.92848,1323.245797,296.979913,1702.322985
24.31861667,2234.445144,,1306.638082,1701.705459,1663.22257,1287.581582,1143.633076,1317.63732,290.3197652,1701.705459
24.40531283,2241.027304,1589.468152,1305.782256,,1666.508741,1281.080329,1140.944451,1326.950412,300.3382428,
24.4855346,2241.454395,1588.386851,1305.576886,1701.248313,,,,1332.646356,301.2411058,1701.248313
24.48582568,,,,,1658.721733,1294.286822,1149.876538,,,
24.57098908,2236.659352,,,1701.936776,,,,,294.9321916,1701.936776
24.571256,,,,,1649.918122,1298.427648,1158.966461,,,
24.57151465,,1588.485355,1305.658944,,,,,1320.36793,,
24.6516519,,1589.572631,1305.918278,,,,,1320.95861,,
24.65190664,2244.434298,,,,1648.075349,1302.44073,1162.259023,,295.3962116,
24.72675473,2231.173149,1589.532209,1305.895062,1701.700191,1644.649148,1313.179042,1162.759809,1329.639893,295.5188908,1701.700191
24.81005489,2244.170673,,1306.133726,1701.464211,1635.433056,1329.196144,1156.183678,1327.103843,294.6026019,1701.464211
24.89251402,2224.653842,1589.26614,1305.693022,1701.258772,1613.697766,1333.022756,1144.499213,1317.671439,297.7060779,1701.258772
24.97465587,2241.33263,1589.377475,1306.135805,1701.932637,1593.521441,1315.652031,1141.874897,1325.26898,302.4428628,1701.932637
25.06576226,,1588.850561,1305.65692,,1595.23622,1291.786838,1145.072947,1328.295433,,
25.06602124,2223.78179,,,1701.852593,,,,,295.2001674,1701.852593
25.14830703,,,,,1601.002611,1278.404816,1143.024431,,,
25.14860736,2239.575997,1588.431818,1305.14025,,,,,1321.877318,299.8409003,
25.2333662,2227.333359,1588.852801,1305.795889,1702.862783,1608.818303,1294.63243,1153.113534,1319.031969,301.1542704,1702.862783
25.3120383,2237.337195,,1305.573089,1701.917348,1612.196454,1297.932465,1162.202906,1328.86203,298.2021042,1701.917348
25.40014536,2235.180339,1589.135797,1306.029827,1701.119202,1604.607092,1300.357241,1164.937336,1329.841419,294.600265,1701.119202
25.48600543,2234.752155,1588.981524,1306.607103,1701.295787,1598.404888,1312.08491,1160.049937,1318.335591,291.0682911,1701.295787
25.56721567,2244.830246,1589.3787,1305.548983,1702.388163,1605.257469,1326.513729,1157.299763,1324.185408,288.533539,1702.388163
25.65327271,2229.491188,1589.14892,1304.872204,1700.885927,,,,1329.885216,297.9563225,1700.885927
25.65354104,,,,,1625.732809,1334.48682,1146.905027,,,
25.73287153,2247.454575,1588.896489,1305.421921,1700.566901,1652.548091,1318.061751,1147.477515,1323.112031,296.9441206,1700.566901
25.81816995,2227.173443,1590.061837,1305.214493,1701.300565,1670.959287,1292.130439,1142.725468,1317.480401,292.5715354,1701.300565
25.90316094,2246.583343,,,1702.546989,,,,,292.558183,1702.546989
25.90344677,,1589.714497,1305.023467,,1666.714932,1277.917924,1144.271539,1328.529157,,
25.99078758,,1588.964541,1305.540727,,,,,1331.864729,,
25.99104325,2218.666859,,,1701.669799,1654.962725,1291.131853,1154.458572,,296.136891,1701.669799
26.06635444,,1589.456891,1305.158567,,,,,1318.943601,,
26.06663275,2241.327138,,,1700.761671,1654.045627,1296.351451,1166.235604,,293.1908537,1700.761671
26.15718116,2225.36989,1589.36354,1305.885933,1702.504094,1649.068744,1302.15197,1173.966615,1321.125366,295.4805141,1702.504094
26.23309038,2237.156689,1589.047088,1305.14739,1702.415997,1643.430162,1309.935107,1164.528935,1330.258787,297.6320346,1702.415997
26.31809812,2227.751262,1589.41869,1305.841359,1702.952007,1636.571493,1325.993316,1162.963408,1324.348972,292.4183195,1702.952007
26.40404944,2232.12256,1589.563528,1305.392196,1700.925921,1610.338405,1331.544107,1151.088001,1317.192773,298.0943534,1700.925921
26.48339335,2235.770239,,1305.528071,1701.854443,1595.782561,1321.023894,1145.906569,1327.140201,294.369805,1701.854443
26.55870794,2228.311707,1589.64804,1305.241007,1701.849276,1596.578655,1299.520401,1145.246651,1334.052799,296.6211753,1701.849276
26.64042827,2245.278596,1589.526404,1305.524733,1701.47765,1603.944857,1276.88969,1145.502728,1320.523434,294.8099023,1701.47765
26.71789607,2224.112376,1588.881602,1305.65373,,1612.397791,1290.59991,1152.678583,1321.700405,293.7007433,
26.79773291,2243.799794,1589.6735,1306.164615,1701.053995,1614.182885,1296.092766,1161.781019,1326.652037,296.9855765,1701.053995
26.88291456,2222.708792,1589.551855,1306.42361,1701.544341,1605.382333,1300.356954,1173.847015,1325.4577,290.6312112,1701.544341
26.96910121,2244.766478,,1305.699485,1702.796146,1596.367807,1308.49702,1167.877396,1318.255521,292.8515307,1702.796146
27.05831977,2226.042568,1589.986795,1304.602529,1700.965818,1603.59051,1321.527007,1165.936702,1325.820842,299.4641552,1700.965818
27.14272466,2237.050922,1589.284534,1305.011873,1700.934216,1626.327704,1331.279985,1156.149342,1329.251269,299.4667714,1700.934216
27.2214108,2218.129479,1589.904662,1305.703725,1702.922324,1656.284856,1321.562587,1148.480572,1321.162091,292.4002664,1702.922324
27.30174059,2230.982496,1589.155303,1305.34254,1702.751766,1674.072902,1299.456744,1145.778286,1318.977317,295.8397911,1702.751766
27.37792683,2219.293545,,,1701.343509,1665.353688,1275.659148,1145.505113,,297.6570725,1701.343509
27.37822691,,1591.257815,1306.403057,,,,,1326.902827,,
27.46829882,2228.64635,1589.500444,1304.817848,1701.550717,1650.755945,1291.251406,1151.007224,1328.617475,292.1269019,1701.550717
27.55061432,2228.320082,1589.452768,1306.416522,1701.80059,1655.639638,1294.010072,1163.88172,1318.116151,297.0938947,1701.80059
27.62674767,,1590.143934,1305.592782,,1655.481845,1300.844369,1171.676495,1324.242561,,
27.6270516,2227.994539,,,1702.857012,,,,,296.8505936,1702.857012
27.70902501,,,,,1642.07462,1305.696385,1169.938279,,,
27.70932683,2237.646398,1589.367533,1305.830767,1701.490356,,,,1330.059807,294.2875306,1701.490356
27.79035585,,,,,1639.133864,1319.93665,1170.17131,,,
27.79065467,2223.836403,1589.634842,1306.16845,1701.157229,,,,1323.859674,293.7383029,1701.157229
27.88160206,2244.054826,1589.336196,1306.37022,1702.415836,1614.60016,1331.617681,1156.589766,1319.34102,293.1812402,1702.415836
27.95860346,2224.778558,1589.528286,1305.908407,1702.243887,1605.079453,1321.101454,1153.145376,1327.694476,290.9313404,1702.243887
28.04132705,2242.976648,1590.183041,1305.71629,1701.593451,1601.14674,1303.345351,1151.517546,1331.433221,286.463764,1701.593451
28.12921057,2226.835856,1589.543509,,1702.169085,1606.884918,1278.477529,1143.160281,1320.216595,303.4519314,1702.169085
28.2043432,2237.841653,1591.247304,1305.678525,1701.959992,1608.644061,1289.614198,1145.574166,1321.889,294.4495794,1701.959992
28.2938566,2224.627901,1590.120895,1305.896138,1702.599245,1610.019466,1295.464399,1155.454931,1330.104692,298.9103439,1702.599245
